customer_number,segment,signup_date,postal_code
CUST017877,Mainstream,03-Feb-2022,60601
CUST017878,Value,2020/10/21,60A123
CUST017879,Value,2018/07/08,
CUST017880,Value,10-21-22,60540
CUST017881,Mainstream,02/01/2019,60540
CUST017882,Premium,08-16-18,60540
 CUST017883 ,Mainstream,10-07-17,
cust017884,Value,2017/08/07,60A123
CUST017885,,19-May-2022,
CUST017886,Business,05/17/2019,
CUST017887,Premium,21-Oct-2017,
CUST017888,Value,06/01/2021,60540
CUST017889,Mainstream,02/07/2020,N/A
CUST017890,Premium,2018-01-26,
CUST017891,,2022-02-12,60601
CUST017892,Mainstream,26-Mar-2021,
CUST017893,,2020/02/11,60540
CUST017894,Business,10/09/2021,N/A
CUST017895,Value,2021/09/12,60540
CUST017896,,2018/07/07,60540
CUST017897,Business,2019/09/13,60A123
CUST017898,Premium,2017-09-26,N/A
CUST017899,Value,07/17/2018,
CUST017900,Premium,05-29-22,60601
CUST017901,,13-Feb-2018,60540
CUST017902,,06-20-19,60A123
CUST017903,Business,2022-01-02,60601
CUST017904,Value,2022/11/19,
CUST017905,Business,,N/A
 CUST017906 ,Premium,12-08-21,60A123
CUST017907,Business,2021-12-30,
CUST017908,Mainstream,2018-11-09,60540
CUST017909,Value,10-24-20,60A123
CUST017910,Business,2022-10-03,60A123
CUST017911,Business,05-24-19,60540
CUST017912,Value,11-07-20,60A123
CUST017913,,28-Mar-2020,N/A
CUST017914,,01-24-21,60A123
CUST017915,,2022/09/06,
CUST017916,Value,11-12-19,60A123
CUST017917,Business,04-25-18,60601
CUST017918,,2020-10-22,60540
CUST017919,,2022-08-21,N/A
CUST017920,Value,12-Jun-2022,60601
CUST017921,Value,11/28/2020,60A123
CUST017922,Premium,,
CUST017923,Premium,2021-07-15,60601
CUST017924,Mainstream,11/18/2022,N/A
CUST017925,,03/13/2019,60601
CUST017926,Value,2020-08-03,60601
CUST017927,Premium,2020/02/27,N/A
CUST017928,Premium,2018-08-12,60540
 CUST017929 ,Premium,10-15-19,60A123
cust017930,Premium,01-06-21,
CUST017931,Value,05-Feb-2020,60601
CUST017932,Mainstream,,60540
CUST017933,Value,2021-07-29,60A123
CUST017934,Premium,17-Apr-2021,60A123
CUST017935,Value,11/28/2019,60A123
CUST017936,Business,02/08/2020,60540
CUST017937,Business,2022-11-04,60540
CUST017938,Value,01-19-18,60601
CUST017939,Value,,
 CUST017940 ,Mainstream,04-May-2018,60A123
CUST017941,Value,2021/11/01,60601
CUST017942,,04-27-22,60540
CUST017943,,19-Sep-2021,
CUST017944,Value,03/23/2020,
CUST017945,Premium,09-09-19,N/A
cust017946,,08/03/2020,60A123
CUST017947,Business,2019-08-29,60540
CUST017948,Premium,2018/12/01,60601
CUST017949,,,60A123
CUST017950,Premium,2022-04-26,60A123
 CUST017951 ,Business,2018-04-25,60601
CUST017952,Premium,25-Aug-2018,N/A
CUST017953,Premium,11-28-18,60A123
 CUST017954 ,Mainstream,21-Nov-2018,60540
CUST017955,Mainstream,2018/11/10,N/A
CUST017956,Premium,12-19-17,
CUST017957,Business,08-15-19,
CUST017958,Premium,03/08/2019,60601
CUST017959,Premium,2020/04/20,60601
CUST017960,,2018-02-18,60601
CUST017961,Business,27-Jan-2022,60601
cust017962,,2021/03/28,60540
CUST017963,Business,24-Aug-2021,N/A
CUST017964,Value,09/01/2019,60540
CUST017965,,,60A123
CUST017966,,19-Mar-2018,60601
CUST017967,,12/02/2022,
CUST017968,Value,02-13-20,60A123
CUST017969,Business,03-Mar-2021,N/A
CUST017970,Value,10/30/2018,60540
CUST017971,Mainstream,,
CUST017972,Premium,07-20-21,60A123
CUST017973,Premium,10-07-18,60601
CUST017974,,,N/A
CUST017975,,08/17/2020,60601
 CUST017976 ,Premium,27-Jun-2018,N/A
CUST017977,Premium,03-15-19,60A123
CUST017978,Premium,2017/11/09,
CUST017979,,2020-02-25,
CUST017980,,12-19-17,60601
CUST017981,Premium,06/22/2019,
CUST017982,,02/19/2021,60540
CUST017983,Business,15-May-2021,
CUST017984,Premium,14-Aug-2020,
CUST017985,Business,15-Jan-2020,N/A
CUST017986,Premium,04-05-19,60601
CUST017987,Mainstream,15-Jun-2022,
CUST017988,Mainstream,07-07-19,60A123
CUST017989,,04-Jun-2020,N/A
CUST017990,Value,15-Apr-2022,
CUST017991,Mainstream,2017/11/15,60A123
CUST017992,Premium,08/19/2022,60601
CUST017993,Business,07-29-17,60A123
CUST017994,Mainstream,2019/11/06,60A123
CUST017995,Premium,2020-10-28,60601
CUST017996,Premium,2021/08/16,60A123
CUST017997,Premium,07-11-18,60540
CUST017998,Business,2021-10-28,N/A
CUST017999,Value,09/11/2021,N/A
CUST018000,Premium,2019-09-18,60A123
CUST018001,,2021/09/26,60540
CUST018002,Value,2018/04/11,
CUST018003,,02/15/2020,
CUST018004,Value,06/09/2018,60A123
CUST018005,Mainstream,09-Mar-2018,60601
CUST018006,Business,20-Jul-2019,60540
CUST018007,Value,11/13/2019,N/A
CUST018008,Business,09-Feb-2022,60540
CUST018009,Mainstream,31-Mar-2018,
CUST018010,Premium,02/21/2019,N/A
 CUST018011 ,Value,2019-08-09,N/A
cust018012,Premium,2017/11/29,
CUST018013,Mainstream,2018-04-24,60540
CUST018014,Mainstream,08-12-17,N/A
CUST018015,Premium,2018/09/20,
CUST018016,Business,05/07/2022,60601
CUST018017,Mainstream,06/29/2022,N/A
CUST018018,Business,2020/08/31,
CUST018019,,2020-01-06,60601
CUST018020,Premium,01-27-19,N/A
CUST018021,Value,06-Oct-2022,60A123
CUST018022,Mainstream,03-06-20,N/A
CUST018023,Mainstream,04/12/2021,60601
CUST018024,,07/10/2020,60601
CUST018025,Mainstream,05-Sep-2017,60A123
CUST018026,,11-Aug-2018,60A123
CUST018027,Mainstream,2018-08-29,60A123
CUST018028,Business,2020-02-06,N/A
CUST018029,,2022-10-13,60540
CUST018030,Mainstream,07-18-21,60601
CUST018031,Premium,2022/08/05,60540
CUST018032,Business,22-Feb-2021,
CUST018033,Premium,2021-08-28,N/A
CUST018034,Value,2021-03-30,
CUST018035,Business,2021/10/19,
CUST018036,Mainstream,12/18/2019,
CUST018037,Premium,17-Feb-2020,60A123
CUST018038,Premium,10-22-21,N/A
CUST018039,,11-23-17,60540
CUST018040,,2018-08-21,60A123
CUST018041,Mainstream,2017/12/19,60601
cust018042,,2021-04-30,60540
CUST018043,Business,04/03/2022,60601
CUST018044,Mainstream,12-11-20,60A123
CUST018045,Mainstream,07/17/2020,60601
CUST018046,Premium,2020-10-07,60601
CUST018047,,24-Feb-2022,60601
CUST018048,,30-Aug-2017,60601
CUST018049,,10-Mar-2021,
CUST018050,Business,07/09/2021,60A123
CUST018051,Premium,08/12/2020,60A123
CUST018052,,2021/08/07,60540
CUST018053,Mainstream,02/15/2022,N/A
CUST018054,Value,2021/06/01,60540
CUST018055,Value,08/22/2021,
CUST018056,,2019-07-09,60A123
CUST018057,Business,2017/11/25,60601
CUST018058,Premium,05/29/2018,60540
CUST018059,Mainstream,,60540
CUST018060,Business,2022-10-09,
CUST018061,Business,07-Oct-2018,
CUST018062,,05/07/2019,N/A
CUST018063,Value,2018/02/20,60A123
 CUST018064 ,Mainstream,06-Jul-2022,60601
CUST018065,Mainstream,11-Apr-2019,N/A
CUST018066,Premium,2020-09-12,60540
 CUST018067 ,,19-Aug-2021,N/A
CUST018068,Value,2022/06/19,N/A
CUST018069,Premium,2021-03-15,60601
CUST018070,,17-Nov-2017,60A123
CUST018071,Mainstream,2021/05/27,N/A
CUST018072,Mainstream,12-16-21,60601
CUST018073,Value,2018-09-22,60540
CUST018074,Value,11/02/2020,
 CUST018075 ,,2021-07-16,60540
CUST018076,Mainstream,2020-06-05,60601
CUST018077,Value,2019-11-05,60540
CUST018078,Premium,02-12-22,
CUST018079,,06-Jan-2019,60A123
CUST018080,,03/23/2020,60540
cust018081,Value,2020/11/27,60A123
CUST018082,Mainstream,2017-09-05,60601
CUST018083,,09-19-19,N/A
CUST018084,Business,2020-08-22,60A123
CUST018085,Business,06-Nov-2018,60601
CUST018086,Premium,2020/02/17,N/A
CUST018087,Value,06-17-19,N/A
CUST018088,Value,2021/10/17,60A123
CUST018089,,11-10-22,
CUST018090,Mainstream,2019-09-18,
CUST018091,Value,2017-08-16,
CUST018092,Premium,2021-07-06,60601
CUST018093,Mainstream,26-Aug-2020,N/A
CUST018094,Mainstream,03/29/2021,60A123
 CUST018095 ,,21-Apr-2019,
CUST018096,Value,02-26-21,
CUST018097,Value,2018/12/22,60601
cust018098,Business,10-19-22,60A123
 CUST018099 ,Premium,2021/08/07,N/A
CUST018100,Value,2022-05-23,N/A
CUST018101,Premium,2017/10/24,
CUST018102,Value,22-May-2019,N/A
CUST018103,Mainstream,2020/09/13,60601
CUST018104,Business,2020-09-28,N/A
CUST018105,Mainstream,11-07-18,60540
CUST018106,,02-07-19,N/A
CUST018107,Premium,2019/11/23,N/A
CUST018108,Business,03-Jan-2021,
CUST018109,Mainstream,03-18-22,60540
cust018110,Business,12/05/2019,60A123
CUST018111,Business,04-Aug-2021,60601
CUST018112,Premium,09/27/2019,60A123
CUST018113,Business,2021/05/16,
CUST018114,Value,09-24-20,60A123
CUST018115,Premium,2017-10-08,
CUST018116,Premium,10-Jul-2022,N/A
CUST018117,Business,24-May-2018,
CUST018118,,09-09-17,60540
CUST018119,Mainstream,10/04/2022,60A123
CUST018120,Value,11-25-19,60601
CUST018121,Business,10/06/2020,
CUST018122,Premium,2018/11/15,60A123
 CUST018123 ,Mainstream,2021-02-26,N/A
CUST018124,,09-05-20,60A123
CUST018125,Mainstream,2018/05/11,
CUST018126,Value,2020/01/13,60A123
CUST018127,Premium,05-05-19,60540
CUST018128,Mainstream,11/03/2022,60540
CUST018129,,2018/03/31,60601
CUST018130,Value,,60A123
CUST018131,,2018-06-09,60540
CUST018132,Business,11-19-17,60601
CUST018133,Premium,09/02/2017,
CUST018134,Mainstream,2017-10-26,60A123
CUST018135,Mainstream,2021/09/07,60601
CUST018136,Mainstream,13-Sep-2021,
CUST018137,,2019-08-06,60A123
 CUST018138 ,Business,2021-11-06,
CUST018139,Mainstream,11-26-22,60601
CUST018140,Business,16-Oct-2020,N/A
CUST018141,,08-Sep-2018,60601
CUST018142,,2022/03/16,N/A
CUST018143,,12-18-21,
CUST018144,Business,2021-06-13,
CUST018145,Mainstream,11-Nov-2022,N/A
CUST018146,Value,12-Oct-2020,60540
CUST018147,Business,03-24-22,
CUST018148,Business,10-17-19,
CUST018149,Value,2018-10-15,60601
CUST018150,Business,28-Jun-2018,N/A
CUST018151,Value,05/13/2019,
CUST018152,,,60601
CUST018153,Premium,08-Feb-2020,60540
CUST018154,,05-03-22,N/A
CUST018155,Mainstream,2021/01/04,60601
CUST018156,,2017-08-05,
CUST018157,Value,2019-12-11,N/A
 CUST018158 ,Value,09-28-22,
CUST018159,,12/23/2018,60601
CUST018160,Mainstream,,N/A
CUST018161,Value,02-15-22,60601
CUST018162,Premium,17-Dec-2017,
CUST018163,Premium,09-14-17,
CUST018164,Mainstream,2020/10/12,60601
CUST018165,,10/01/2022,60601
CUST018166,Value,2018-11-08,60A123
CUST018167,Business,2022-09-13,60540
CUST018168,Business,18-Oct-2020,60A123
CUST018169,,2021-07-29,60A123
CUST018170,Value,21-Dec-2019,
CUST018171,Value,06-04-20,60601
CUST018172,Premium,2019/09/07,
CUST018173,Business,19-Jul-2020,60A123
CUST018174,Premium,2021/11/19,60601
CUST018175,Mainstream,18-Nov-2022,
CUST018176,Value,2017-12-17,60540
CUST018177,,,60601
CUST018178,Business,01-04-22,N/A
CUST018179,Mainstream,2017-09-21,60601
CUST018180,Mainstream,2022-06-25,60540
CUST018181,,2021-03-26,60A123
CUST018182,Value,2022-04-09,N/A
CUST018183,Value,05/01/2018,60A123
CUST018184,Business,,N/A
CUST018185,Value,25-Oct-2018,60540
CUST018186,,03-Jul-2020,N/A
CUST018187,,19-Mar-2021,60A123
CUST018188,Business,08/06/2021,60540
CUST018189,,09/24/2020,60540
CUST018190,Premium,11-01-22,
CUST018191,Business,07-12-21,60A123
cust018192,Business,09/01/2017,60A123
CUST018193,Mainstream,08/30/2019,60A123
CUST018194,Mainstream,29-Apr-2021,60601
CUST018195,,01/07/2021,60A123
CUST018196,Business,09-20-18,
CUST018197,Business,2021/10/14,60A123
CUST018198,Mainstream,2021/02/19,60601
CUST018199,Business,02/23/2022,60601
CUST018200,Business,21-Mar-2020,
CUST018201,Premium,04-Aug-2020,
CUST018202,Business,2022/04/16,N/A
CUST018203,,30-Oct-2017,60601
CUST018204,,01-06-18,60A123
CUST018205,Mainstream,06/29/2019,
CUST018206,Premium,08-30-18,N/A
CUST018207,Mainstream,2019/07/08,
CUST018208,Premium,2018-04-04,60A123
CUST018209,Mainstream,07/17/2020,
CUST018210,Premium,09/14/2017,60A123
CUST018211,Value,,N/A
CUST018212,Value,09-07-22,60540
 CUST018213 ,Mainstream,2019/03/13,N/A
CUST018214,Premium,2020-04-25,60A123
 CUST018215 ,Value,2019/02/02,60A123
CUST018216,Mainstream,,60A123
CUST018217,Mainstream,2022/05/10,60601
CUST018218,,23-May-2018,
CUST018219,Value,29-Sep-2018,60540
CUST018220,Value,2022-05-08,60540
CUST018221,,2022/09/19,
CUST018222,Value,,
CUST018223,,2022/04/11,
CUST018224,Premium,07-16-20,60601
CUST018225,Mainstream,2022-02-23,N/A
CUST018226,Premium,10-Jun-2021,
CUST018227,Value,2019/10/25,60601
CUST018228,Value,07-15-22,
CUST018229,Business,2020-12-23,
 CUST018230 ,Business,06/12/2019,N/A
CUST018231,Mainstream,08/03/2021,N/A
CUST018232,,2022-11-07,
CUST018233,Value,12/13/2018,60A123
CUST018234,,10-01-22,60A123
CUST018235,,2020-11-23,60540
CUST018236,,25-Jul-2019,60A123
CUST018237,,02/27/2020,60540
CUST018238,Mainstream,2020/02/02,60601
CUST018239,Mainstream,2018/04/14,60A123
CUST018240,Premium,2018-01-01,
CUST018241,Mainstream,2019-09-24,60601
CUST018242,Premium,27-Mar-2022,60540
CUST018243,Premium,2019-03-03,N/A
CUST018244,Business,02/07/2021,60540
CUST018245,Value,2018-01-21,N/A
CUST018246,,2019/03/09,60601
CUST018247,Business,2017/09/04,60A123
 CUST018248 ,Business,2022/11/04,60A123
CUST018249,Value,27-Oct-2017,60A123
CUST018250,Mainstream,22-Nov-2020,60540
CUST018251,Premium,11/13/2019,60601
CUST018252,,05/21/2021,
CUST018253,,2020-04-24,N/A
CUST018254,Premium,2022-09-23,60540
CUST018255,,08-Jan-2019,60601
CUST018256,,09-Jan-2021,N/A
CUST018257,Premium,29-Oct-2017,60540
CUST018258,,09/06/2020,60601
CUST018259,Mainstream,,60A123
CUST018260,Business,09/11/2019,60540
cust018261,Business,2018-11-14,N/A
CUST018262,Value,05/04/2019,
CUST018263,Mainstream,2020-10-03,
CUST018264,Premium,2018/01/26,
CUST018265,Premium,07-03-19,60A123
CUST018266,Premium,01/01/2021,N/A
CUST018267,Premium,03/21/2020,N/A
CUST018268,,11/19/2021,60A123
CUST018269,Value,01/16/2021,60540
cust018270,,2018-05-02,N/A
cust018271,Value,2019-01-25,60540
CUST018272,,05-31-18,60601
CUST018273,Value,2018-06-14,60601
CUST018274,Business,2018/02/04,
CUST018275,Mainstream,2020-05-05,60540
CUST018276,Value,12/15/2018,60A123
CUST018277,Business,11-16-21,60540
CUST018278,Business,17-May-2022,N/A
CUST018279,Business,09-10-17,N/A
CUST018280,Premium,2019/11/22,N/A
CUST018281,Business,2022-11-23,N/A
CUST018282,Premium,2018/08/22,60540
CUST018283,Premium,01-17-22,60601
CUST018284,Value,2020-08-13,
CUST018285,Value,2018/05/28,
CUST018286,Value,08-14-21,60A123
CUST018287,Mainstream,2018-02-28,60601
CUST018288,Value,10-13-20,
CUST018289,Premium,09-May-2018,60601
CUST018290,Business,24-Sep-2019,60601
CUST018291,Value,2022-01-22,60601
cust018292,Premium,2020-01-31,60601
CUST018293,Value,2021-08-06,60540
CUST018294,Business,12/27/2021,
CUST018295,Premium,03-Aug-2022,N/A
CUST018296,Premium,2017-08-25,60A123
CUST018297,Value,2017-07-22,
CUST018298,Value,2019/11/14,N/A
CUST018299,Premium,12-18-18,60540
CUST018300,Business,09-Sep-2020,
CUST018301,Value,2021/06/25,60540
CUST018302,Value,23-Jan-2019,60601
CUST018303,,28-Feb-2020,N/A
CUST018304,Value,2019/04/14,60540
CUST018305,,2020-12-05,60540
 CUST018306 ,Premium,2019/03/24,
CUST018307,Premium,04/24/2020,60601
CUST018308,Business,06-22-20,N/A
CUST018309,Mainstream,2017/10/24,N/A
CUST018310,Premium,09/16/2022,
CUST018311,Mainstream,2017-10-14,
CUST018312,,27-Jun-2021,60540
CUST018313,,03-23-20,60601
CUST018314,Business,06-08-19,
CUST018315,Value,05-Dec-2018,
CUST018316,Value,15-Jan-2022,
CUST018317,Business,2018-10-30,
CUST018318,Premium,03/31/2018,
CUST018319,Business,2022-01-15,60A123
CUST018320,Business,04-11-20,60540
CUST018321,Value,07/06/2021,60A123
 CUST018322 ,Premium,04-Apr-2020,60601
CUST018323,Business,09-24-22,
CUST018324,Mainstream,2019-02-20,
CUST018325,Business,01/11/2022,
CUST018326,Value,2022/02/03,60540
CUST018327,Value,05-14-21,
CUST018328,Business,12-May-2022,
CUST018329,,07/24/2018,60A123
CUST018330,Value,14-Jun-2022,60540
CUST018331,Mainstream,02-Dec-2019,60601
CUST018332,Business,04-Oct-2020,N/A
CUST018333,Premium,05-11-21,
CUST018334,Mainstream,04-Mar-2021,60A123
CUST018335,Value,29-Nov-2020,60A123
CUST018336,Value,2022-05-13,60601
CUST018337,Value,01/03/2019,N/A
CUST018338,Business,2020-01-28,N/A
CUST018339,,2020/11/05,N/A
 CUST018340 ,Value,2018-04-29,60601
CUST018341,,2022-04-15,60A123
CUST018342,Premium,06-22-19,60A123
CUST018343,Premium,2018-09-01,60A123
CUST018344,Business,09/29/2022,
CUST018345,Mainstream,03/26/2021,60A123
CUST018346,Business,2021/05/13,N/A
CUST018347,Mainstream,07-06-19,N/A
CUST018348,Mainstream,31-Mar-2020,60540
CUST018349,Value,2022-09-22,N/A
CUST018350,Value,2021/04/11,N/A
CUST018351,Mainstream,07/14/2022,N/A
CUST018352,Business,2022-01-13,
CUST018353,Value,2020/08/02,60601
CUST018354,Value,2019-05-07,60540
CUST018355,Business,2018/07/10,
 CUST018356 ,,2019/09/11,60A123
CUST018357,Business,09/17/2017,60601
CUST018358,Business,2021-09-24,
CUST018359,Mainstream,2019-11-11,60540
CUST018360,Mainstream,2022-03-06,60601
CUST018361,Premium,10/17/2018,
CUST018362,Premium,11-09-20,N/A
CUST018363,Premium,24-Oct-2020,60A123
CUST018364,Premium,06-28-22,60601
CUST018365,Premium,14-Aug-2021,60A123
CUST018366,Value,2020-03-05,60601
CUST018367,,01/27/2021,
 CUST018368 ,,11/25/2022,60540
CUST018369,Premium,10-15-19,
CUST018370,Value,2018/08/31,
CUST018371,Business,2018-04-16,N/A
CUST018372,Premium,2019-08-04,N/A
CUST018373,Value,16-Aug-2020,
CUST018374,Mainstream,,N/A
CUST018375,Premium,10/05/2020,60540
CUST018376,Premium,15-Oct-2020,60A123
 CUST018377 ,Premium,2021-12-24,60601
 CUST018378 ,Premium,08/07/2020,N/A
 CUST018379 ,Business,2022/10/31,60A123
CUST018380,Premium,2019-10-03,60540
CUST018381,Value,12/10/2021,N/A
CUST018382,Premium,12-26-18,
CUST018383,Premium,2021-09-23,60A123
CUST018384,,24-Sep-2019,60A123
CUST018385,Mainstream,2020-12-08,
CUST018386,,07/18/2021,N/A
CUST018387,,2021/12/10,N/A
CUST018388,Mainstream,10/16/2017,
CUST018389,Business,2020-04-05,60601
CUST018390,,12/24/2019,60601
CUST018391,Premium,07/03/2022,60601
CUST018392,Premium,27-Dec-2017,60540
CUST018393,Mainstream,08/26/2020,
CUST018394,Mainstream,04-06-22,60601
CUST018395,Business,04/18/2020,60601
CUST018396,,06/23/2021,60540
CUST018397,,21-Dec-2018,N/A
CUST018398,Mainstream,2019/07/16,60540
CUST018399,Premium,2018/07/13,N/A
CUST018400,Value,22-Mar-2018,N/A
CUST018401,Business,09/20/2020,60601
CUST018402,Premium,2019-02-05,60540
CUST018403,Value,02-Apr-2020,60601
CUST018404,Value,11-20-19,N/A
CUST018405,Premium,10/19/2022,
CUST018406,Business,2021/04/30,60601
CUST018407,Value,06-14-18,60601
CUST018408,Mainstream,2017/08/05,N/A
CUST018409,Premium,08-22-17,
CUST018410,Business,2020/08/19,60A123
CUST018411,Value,2020/05/25,60540
CUST018412,Business,05/05/2021,60A123
 CUST018413 ,,06/25/2022,N/A
CUST018414,Mainstream,01/11/2020,60601
CUST018415,,09-Mar-2022,
CUST018416,Business,09-06-20,N/A
CUST018417,,08-02-22,60601
CUST018418,Mainstream,05-31-20,60A123
CUST018419,Value,12/24/2021,N/A
CUST018420,,02-Oct-2021,
CUST018421,Mainstream,2018/05/10,60540
CUST018422,Premium,2020/12/07,60540
CUST018423,Value,04-29-20,60601
CUST018424,Business,04-12-21,60540
CUST018425,Value,09-23-18,60601
CUST018426,Value,16-Apr-2021,60A123
CUST018427,Premium,08-Aug-2018,
CUST018428,,01/01/2020,
CUST018429,Premium,2021/12/26,
CUST018430,Premium,,60A123
CUST018431,Premium,09-22-19,60A123
CUST018432,,2018/06/23,60601
CUST018433,Mainstream,02-Apr-2021,60A123
CUST018434,Premium,2022-03-18,60601
 CUST018435 ,Business,01-29-21,N/A
CUST018436,Mainstream,2020/05/31,60601
cust018437,Business,2020/09/12,60A123
CUST018438,,2022/01/11,60540
CUST018439,,05/06/2020,60A123
CUST018440,Premium,2021-02-08,60A123
CUST018441,Value,05-30-19,N/A
cust018442,Premium,2021/08/17,
 CUST018443 ,,,N/A
CUST018444,Value,07-04-19,N/A
CUST018445,Value,2021/10/21,60A123
CUST018446,Premium,2020/04/16,N/A
CUST018447,Business,2020/08/16,60540
CUST018448,Business,02-Dec-2019,60A123
CUST018449,Premium,18-Aug-2022,60601
cust018450,Premium,25-Jan-2022,60601
CUST018451,Premium,07/13/2020,60601
CUST018452,Premium,2022-04-17,60A123
CUST018453,Value,08-30-17,60540
CUST018454,Business,12-27-21,N/A
CUST018455,Mainstream,08-06-22,60601
CUST018456,Mainstream,2018/02/05,
CUST018457,,14-Jun-2021,
CUST018458,Mainstream,12/01/2020,60A123
CUST018459,,08-16-20,60540
 CUST018460 ,Mainstream,2021/01/03,60601
CUST018461,Business,2019-03-23,60A123
CUST018462,Mainstream,06/09/2021,
CUST018463,Value,2022-11-28,60540
CUST018464,Value,05-04-20,60540
CUST018465,Business,2019-03-01,
CUST018466,Premium,2020/06/11,60540
CUST018467,Mainstream,2018/08/07,
CUST018468,Mainstream,05-Nov-2020,60540
CUST018469,,01-22-20,60A123
CUST018470,Premium,11-08-20,60A123
CUST018471,Value,2022-10-17,N/A
CUST018472,Mainstream,06/14/2021,
CUST018473,Mainstream,08-May-2020,
CUST018474,Business,01/30/2020,60601
CUST018475,Premium,2021-06-09,60601
CUST018476,Business,02-08-21,
CUST018477,Premium,10/23/2017,60601
CUST018478,Mainstream,2018-12-24,N/A
CUST018479,Premium,2019/06/08,60601
CUST018480,,2019/01/17,60540
 CUST018481 ,Value,01-25-19,N/A
 CUST018482 ,Mainstream,07-11-18,N/A
CUST018483,,2019/10/18,60601
CUST018484,Mainstream,13-Nov-2020,N/A
cust018485,Mainstream,2018/03/17,60A123
CUST018486,Premium,2022-01-17,N/A
CUST018487,Value,11-Jul-2022,N/A
CUST018488,Business,2018/05/06,60A123
CUST018489,Value,06/14/2022,60540
CUST018490,,20-Aug-2017,
CUST018491,Premium,12-01-20,
CUST018492,,09-May-2021,60601
CUST018493,,2021-05-28,
CUST018494,Value,2022/05/28,60540
CUST018495,Value,11/25/2022,
CUST018496,Premium,11-25-17,60A123
CUST018497,Business,05-09-19,60A123
CUST018498,Mainstream,08-Aug-2020,60A123
CUST018499,Premium,2019/02/21,60540
CUST018500,,2022/10/09,N/A
CUST018501,Premium,01/08/2020,N/A
CUST018502,,02-Mar-2022,60A123
CUST018503,,2021-05-19,60A123
CUST018504,,03-Jan-2022,60601
CUST018505,Value,07-Nov-2020,
CUST018506,Premium,03/03/2019,
CUST018507,Value,2019/06/05,60A123
 CUST018508 ,Mainstream,07-Nov-2022,
CUST018509,Premium,2022/05/13,
CUST018510,Business,10-22-20,
CUST018511,Mainstream,12/29/2019,N/A
 CUST018512 ,Value,05-10-18,N/A
CUST018513,,29-Sep-2021,60601
CUST018514,Value,09/28/2019,60A123
CUST018515,,2020/02/10,60A123
CUST018516,Premium,2018-08-29,60540
CUST018517,,08/29/2021,N/A
CUST018518,Premium,02/16/2018,60601
CUST018519,Premium,05-01-22,60601
CUST018520,Mainstream,2021-07-23,60A123
CUST018521,Premium,08/22/2020,
CUST018522,Business,2021/08/30,60A123
CUST018523,Value,2021/06/25,
CUST018524,Business,2021/12/12,60540
CUST018525,,2022-01-24,60540
CUST018526,Premium,18-Jan-2022,60601
CUST018527,Premium,08/06/2022,60A123
CUST018528,Value,01-Apr-2021,60601
CUST018529,Value,28-Jul-2022,
CUST018530,Premium,02-16-21,60601
CUST018531,Value,2018-09-15,60601
CUST018532,Value,,60540
CUST018533,Mainstream,08-Jul-2021,60540
CUST018534,,03-Sep-2019,60A123
CUST018535,,07/05/2019,
CUST018536,Mainstream,02/10/2021,N/A
CUST018537,Business,05-25-20,60540
CUST018538,Value,2021/06/19,60A123
CUST018539,Value,2020-04-15,60A123
CUST018540,Mainstream,2019/12/24,
CUST018541,Premium,2021-03-14,60A123
CUST018542,,01/14/2022,N/A
 CUST018543 ,Mainstream,2018/10/10,60A123
CUST018544,Mainstream,08-01-21,
CUST018545,Business,2021/04/30,N/A
CUST018546,,2017/10/03,60A123
CUST018547,,07/16/2021,60601
CUST018548,Mainstream,2019-08-25,60540
CUST018549,Premium,06-06-21,N/A
CUST018550,,2020/06/17,60540
CUST018551,Premium,2020-07-12,60601
CUST018552,Mainstream,17-Jul-2017,N/A
CUST018553,Business,04-13-18,60601
CUST018554,Premium,12/13/2021,
cust018555,Business,04-25-20,60A123
CUST018556,Business,05-11-20,60540
CUST018557,Business,21-Sep-2022,60601
CUST018558,,06-05-20,60A123
CUST018559,Mainstream,15-Mar-2022,N/A
 CUST018560 ,Mainstream,2018/04/21,60540
CUST018561,Premium,2019/10/01,60A123
cust018562,Value,,N/A
CUST018563,Mainstream,2020-08-06,
CUST018564,Business,2018-06-15,
CUST018565,Mainstream,2021/06/06,
CUST018566,Mainstream,04/25/2018,60601
 CUST018567 ,,2018-05-27,60A123
CUST018568,Mainstream,2022-03-22,60540
CUST018569,Premium,04/08/2018,60601
CUST018570,Mainstream,20-Mar-2022,
CUST018571,Business,2022-10-05,60540
CUST018572,Mainstream,06-25-18,60540
CUST018573,Business,04-Sep-2020,60601
CUST018574,Premium,2022-08-11,N/A
CUST018575,,2018-09-08,N/A
CUST018576,Premium,22-Aug-2021,60A123
CUST018577,Value,2017-10-29,60A123
CUST018578,Premium,2017-12-20,N/A
CUST018579,Mainstream,09-07-19,60601
CUST018580,Mainstream,2021-12-24,
CUST018581,Business,09-18-22,N/A
CUST018582,Value,11-20-17,60601
CUST018583,Value,23-Jan-2018,
CUST018584,,09-16-22,
CUST018585,Mainstream,05/24/2018,
CUST018586,Value,07-18-21,N/A
CUST018587,Premium,07-26-21,N/A
CUST018588,Value,2018/10/28,60540
CUST018589,Premium,06/29/2020,60A123
 CUST018590 ,Business,2022/09/29,
CUST018591,Business,2021-12-01,N/A
CUST018592,Business,2022-08-04,N/A
CUST018593,Value,12/16/2017,
CUST018594,Value,09-19-19,60540
